text,salim
Pook Sukonta Berthebaud เพื่อไทยรอบนั้นก็แค่ 5 ปีเองไม่ใช่หรอ บ้านเลขที่111 อันนี้ทำใม 10 ปีอ้ะ ร้ายแรงขนาดนั้นเลยหรอ เป็นภัยมั่นคงต่ออะไร เงินกู้เนี่ยพี่,0
นอกเรื่อง คุณพิธาหล่อมากค่ะ,0
ตอนหาเสียงไว้ นโยบายต่างๆ ทำหรือยังครับ,1
ธีระยุทธิ์ หงษ์ทอง ผมหมายถึงทหารไม่ได้ร่างครับแต่สั่ง😅😅😅ไอ้มีชัยอ่ะครับ😅😅😅,0
ไปหวังพึ่งอะไรกับ สภาขี้ข้าทรราช จริงๆก็รู้แก่ใจ กันทุกคน แต่โกหกตัวเอง,0
ยอดเยี่ยม​ครับผม​,1
ถ้าออกไปแค่สองสามแสนมันเล่นแน่ ถ้าพร้อมใจกันออกมาหลายๆล้านเกือบทั่วประเทศมันก็หนีไม่ทันเหมือนกัน ว่าแต่จะพร้อมกันขนาดนั้นมัย,0
สงสารประเทศไทย เมื่อสิ้นพ่อหลวงแล้วทำไหมคนไทยจะฆ่าคนไทยคือกัน,0
ในด้านแรงงาน เลือกความสงบจบที่ลุงตู่ แต่ทหารด้วยกันเองยังโดนโกงจนคลั่ง เศรษฐกิจก็พังพินาศ ไหนจะเรื่องบริหารอื่นๆอีก. สมเพชประเทศไทยชิบหาย,1
สำรวม พันธุ์พืช คนชั่วหมายถึงใครคะ คนเลวหมายถึงใครคะ ใครยกย่องปกป้องใครคะ,1
Nueng Anantakarn มึงคือสวะ...กูรู้มานานแล้ว ไม่ต้องบอก...ไอ้🐃🐃🐃,0
Papakay Pon Pon ทรครือผู้ชายที่ดีแต่พูดอะค่ะมีแต่วาทกรรมอำพรางตั้งพรรคการเมืองใหม่แต่อยากมีอดีตเก่าเก่าถอยไปถึงปี 2475ทำพรรคมาแพล้บแต่ทำผิดกฎหมายเพียบๆๆๆลองไปหาเซิทดูใน Google ก็ได้ประวัติของพ่อคนนี้ตานี่แหละชอบสร้างภาพที่สู้ด,1
เหรียญทอง แน่นหนา กราบขอบพระคุณคุณหมอที่เมตตานะคะ,1
อย่าร้องนะ ถือว่าขอ55555555555555555555,0
"มึงเกิดมากี่ปีตอนนั้น

มึงยังเป็นเดรฉานอยู่ยังไม่ได้เกิดแล้วรู้มากได้ไงที่มึงรู้ดีคือไอ่พวกที่โกงตอนเป็นรัฐบาล",1
พอลงชื่อคัดค้านเสร็จศาลก็ตัดสินให้ยุบพรรค..จบ,1
อย่าไปหลงกลมันนะครับมันยั่วยุให้พวกเราลงถนนแล้วมันก็จะทำการรัฐประหารต่อมันเตรียมผู้สืบทอดไว้แล้ว,0
"Macho Mos
ดิ้น...ละซิ ไอ้🐃🐃🐃",0
เหรียญทอง แน่นหนา คนสะพานอ่อนสะพานเหลืองเหมือนกันมีรถเมล์​ของนายเลิศด้วยจอดหน้าบ้าน,1
Sataporn Bowman ไร้ซึ่ง ความยุติธรรม,0
เล็ก สุธาภรณ์ ศรีหนองหว้า ถูกใจเม้นนี้เอาไปเลยล้านไลน์,0
ขอแสดงความเสียใจกับครอบครัวของผู้เสียชีวิตด้วยครับ,1
ความฝันที่เคยหวัง อนาคตที่เคยวาด คงพินาศในยุคนี่ จงสู้ต่ออย่าท้อแหม่ภัยพาล จงหลุกขึ้นก้าว แหม่แทบหมอบแทบคาน จงฝ่าฟัน สู้ให้ฟ้าเห็น เทวดาลงมามอง ว่าชนชั้นการปกครอง นั้นมืดมนใจร้ายเกินเอยจา # ....,0
เย็นนี้หมูกะทะ,1
"อ่านไป ยิ้มมุมปากไป เหอะๆ
(แต่ในใจ. 🤣🤣🤣)",1
มันเป็นแค่นโยบายหาเสียง รัฐบาลชุดนี้จะอยู่ได้จนสิ้นปีนี้หรือ เกรงว่าจะไม่มีโอกาสได้ทำนะสิ อย่าเพ้อมากไป เพราะรัฐบาลชุดนี้มีแต่เรื่องเน่าเหม็น,1
